Date,Team,Team_Key,R,HR,RBI,SB,AVG,OPS,K,ERA,WHIP,KBB,QS,SVH,1B,1BA,2B,2BA,3B,3BA,A,AB,APP,BB,BB/9,BBA,BLK,BSV,CG,CI,CS,CYC,DPT,E,ER,FPCT,GIDP,GIDPA,GP,GP2,GS,H,H/9,HA,HBP,HBPA,HLD,HRA,IBB,IBBA,IP,IRA,K/9,K/BB,L,LEAGUE,NH,NSB,NSV,NSVH,NW,OBP,OBPA,OFA,OUT,PA,PC,PG,PICK,PO,RA,RAPP,RL,RW,SB%,SBA,SF,SH,SHO,SLAM,SLG,SO,SV,SV%,SVOP,TB,TBA,TBF,TEAM,W,WIN%,WP,XBH
2025-04-03,Woo Tang Clan,458.l.9833.t.9,4.0,3.0,5.0,1.0,0.238095238095238,1.0476190476190477,5.0,0.0,1.5789473684210529,,0.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,12.0,21.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,8.0,6.0,6.0,5.0,16.88,10.0,0.0,0.0,1.0,0.0,1.0,0.0,6.333,0.0,23.06,inf,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.4,0.0,19.0,24.0,109.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,4.0,0.0,0.0,0.0,15.0,11.0,29.0,0.0,0.0,0.0,0.0,4.0
2025-04-04,Afternoon Wood,458.l.9833.t.6,8.0,3.0,10.0,1.0,0.3571428571428571,1.0320910973084887,12.0,2.892857142857143,1.2857142857142856,6.0,1.0,2.0,10.0,8.0,2.0,2.0,0.0,0.0,14.0,42.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,9.0,2.0,1.0,15.0,11.0,12.0,15.0,30.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,9.333,0.0,43.5,inf,1.0,0.0,0.0,-1.0,0.0,2.0,-1.0,0.4130434782608695,0.962,0.0,28.0,46.0,133.0,0.0,0.0,19.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,13.0,0.0,0.0,0.0,26.0,12.0,40.0,0.0,0.0,0.0,0.0,5.0
2025-04-04,Agustin and Everything After,458.l.9833.t.1,7.0,2.0,7.0,1.0,0.2727272727272727,0.8145454545454545,8.0,3.0,2.1666666666666665,2.0,0.0,1.0,8.0,7.0,2.0,1.0,0.0,0.0,9.0,44.0,4.0,4.0,18.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,10.0,2.0,0.0,15.0,11.0,12.0,12.0,51.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,42.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.373,1.0,18.0,50.0,126.0,0.0,0.0,38.0,7.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.4545454545454545,10.0,1.0,1.0,2.0,20.0,13.0,33.0,0.0,0.0,0.0,0.0,4.0
2025-04-04,Chicken Brain,458.l.9833.t.10,4.0,1.0,6.0,0.0,0.2105263157894736,0.6562150055991041,3.0,9.0,2.6666666666666665,1.5,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,13.0,38.0,2.0,8.0,7.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,7.833,0.0,0.0,13.0,11.0,11.0,8.0,32.79,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,21.21,inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3404255319148936,0.833,0.0,9.0,47.0,76.0,0.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3157894736842105,13.0,0.0,0.0,0.0,12.0,9.0,17.0,0.0,0.0,0.0,1.0,2.0
2025-04-04,InterNeto Explorer,458.l.9833.t.4,11.0,3.0,10.0,2.0,0.3863636363636363,1.1296791443850267,20.0,4.153846153846154,1.2692307692307694,2.2222222222222223,1.0,1.0,11.0,9.0,3.0,4.0,0.0,0.0,8.0,44.0,4.0,5.0,24.57,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,10.0,0.0,2.0,15.0,11.0,14.0,17.0,26.97,13.0,2.0,2.0,0.0,0.0,0.0,0.0,17.334,0.0,40.23,9.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4705882352941176,1.287,0.0,52.0,51.0,299.0,0.0,1.0,35.0,8.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.6590909090909091,3.0,1.0,1.0,1.0,29.0,17.0,74.0,0.0,2.0,2.0,0.0,6.0
2025-04-04,Jax Mannequin,458.l.9833.t.2,7.0,0.0,1.0,1.0,0.3636363636363636,0.977886977886978,9.0,1.1739130434782608,1.0434782608695652,9.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,33.0,3.0,4.0,1.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,13.0,10.0,11.0,12.0,18.53,7.0,0.0,0.0,2.0,1.0,0.0,0.0,7.667,0.0,36.53,inf,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.4324324324324324,0.554,0.0,23.0,37.0,135.0,0.0,1.0,20.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5454545454545454,6.0,0.0,0.0,0.0,18.0,10.0,30.0,0.0,1.0,1.0,0.0,6.0
2025-04-04,Rapist Witt,458.l.9833.t.3,10.0,2.0,4.0,3.0,0.1956521739130435,0.6626409017713366,6.0,2.189189189189189,0.8918918918918919,1.0,1.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,8.0,46.0,3.0,8.0,16.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,9.75,0.0,2.0,14.0,11.0,13.0,9.0,7.88,5.0,0.0,0.0,0.0,1.0,2.0,0.0,12.333,0.0,16.5,2.67,2.0,0.0,0.0,3.0,0.0,0.0,-2.0,0.3148148148148148,0.734,0.0,37.0,54.0,202.0,0.0,0.0,36.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3478260869565217,13.0,0.0,0.0,0.0,16.0,10.0,45.0,0.0,0.0,0.0,1.0,3.0
2025-04-04,Revisiting the Good Kikuchi,458.l.9833.t.8,7.0,3.0,5.0,1.0,0.2051282051282051,0.6978021978021978,5.0,6.136363636363637,1.6363636363636365,1.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,11.0,39.0,4.0,3.0,30.86,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.5,0.0,0.0,14.0,10.0,11.0,8.0,32.14,7.0,0.0,0.0,1.0,2.0,1.0,0.0,7.334,0.0,35.36,inf,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,0.2619047619047619,1.516,0.0,22.0,42.0,148.0,0.0,0.0,26.0,5.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.4358974358974359,10.0,1.0,1.0,1.0,17.0,14.0,33.0,0.0,0.0,0.0,0.0,3.0
2025-04-04,TP for my Jung Ho,458.l.9833.t.5,4.0,1.0,5.0,3.0,0.225,0.597872340425532,2.0,6.0,1.6666666666666667,,0.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,11.0,40.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,3.0,0.0,14.0,11.0,11.0,9.0,45.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0,inf,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.2978723404255319,1.0,0.0,9.0,47.0,64.0,0.0,0.0,37.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.3,10.0,1.0,1.0,1.0,12.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0
2025-04-04,Unenthusiastic Handjobs,458.l.9833.t.7,9.0,4.0,10.0,1.0,0.2888888888888888,0.96,22.0,1.9058823529411768,0.6705882352941177,11.0,3.0,0.0,7.0,9.0,2.0,4.0,0.0,0.0,8.0,45.0,5.0,5.0,10.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,8.25,1.0,1.0,16.0,11.0,15.0,13.0,23.66,17.0,0.0,0.0,0.0,4.0,0.0,1.0,28.333,0.0,43.16,inf,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.36,1.003,0.0,85.0,50.0,384.0,0.0,0.0,29.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,9.0,0.0,0.0,0.0,27.0,33.0,102.0,0.0,4.0,4.0,0.0,6.0
2025-04-04,Woo Tang Clan,458.l.9833.t.9,5.0,0.0,3.0,4.0,0.1914893617021276,0.5118898623279099,1.0,0.0,1.7999999999999998,0.5,0.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,15.0,47.0,2.0,3.0,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,9.617,0.0,1.0,13.0,11.0,11.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.667,0.0,9.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.2352941176470588,0.9,0.0,5.0,51.0,43.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.2765957446808511,10.0,2.0,2.0,2.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0
2025-04-05,Afternoon Wood,458.l.9833.t.6,1.0,0.0,4.0,1.0,0.1621621621621621,0.4213444213444213,9.0,4.821428571428571,1.607142857142857,1.8,0.0,0.0,4.0,5.0,2.0,4.0,0.0,0.0,19.0,37.0,2.0,2.0,9.56,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,6.75,0.0,0.0,12.0,10.0,12.0,6.0,18.56,10.0,0.0,0.0,0.0,1.0,0.0,0.0,9.333,0.0,18.0,3.83,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.2051282051282051,0.711,0.0,28.0,39.0,177.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2162162162162162,13.0,0.0,0.0,0.0,8.0,17.0,41.0,0.0,0.0,0.0,0.0,2.0
2025-04-05,Agustin and Everything After,458.l.9833.t.1,7.0,1.0,5.0,0.0,0.2432432432432432,0.7054054054054054,11.0,4.319999999999999,1.5599999999999998,3.6666666666666665,1.0,1.0,5.0,7.0,3.0,2.0,0.0,0.0,3.0,37.0,3.0,3.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,8.875,1.0,2.0,12.0,9.0,10.0,9.0,35.25,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.333,2.0,54.75,inf,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,1.0,0.0,25.0,40.0,130.0,0.0,0.0,45.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4054054054054054,7.0,0.0,0.0,0.0,15.0,15.0,35.0,0.0,1.0,1.0,0.0,4.0
2025-04-05,Chicken Brain,458.l.9833.t.10,8.0,3.0,6.0,1.0,0.3448275862068966,1.196360153256705,1.0,0.0,0.0,,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,29.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,9.0,8.0,8.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4722222222222222,0.0,0.0,3.0,36.0,9.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7241379310344828,5.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
2025-04-05,InterNeto Explorer,458.l.9833.t.4,2.0,0.0,6.0,1.0,0.25,0.6339285714285714,21.0,5.949152542372881,1.7288135593220335,1.9090909090909087,1.0,1.0,5.0,13.0,2.0,4.0,0.0,0.0,6.0,28.0,5.0,3.0,23.49,11.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,13.0,7.0,0.0,1.0,12.0,7.0,11.0,7.0,54.6,23.0,0.0,0.0,0.0,6.0,0.0,0.0,19.667,0.0,57.17,inf,3.0,0.0,0.0,0.0,1.0,1.0,-3.0,0.3125,1.765,1.0,59.0,32.0,350.0,0.0,0.0,25.0,13.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.3214285714285714,7.0,1.0,1.0,1.0,9.0,45.0,92.0,0.0,0.0,0.0,2.0,2.0
2025-04-05,Jax Mannequin,458.l.9833.t.2,3.0,1.0,6.0,0.0,0.1935483870967742,0.7489102005231038,3.0,1.2857142857142858,1.4285714285714286,0.5,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,6.0,31.0,2.0,5.0,16.5,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,11.0,9.0,10.0,6.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,12.0,1.4,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.2972972972972973,0.775,0.0,21.0,37.0,98.0,0.0,2.0,27.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.4516129032258064,11.0,0.0,0.0,0.0,14.0,7.0,29.0,0.0,1.0,1.0,0.0,5.0
2025-04-05,Rapist Witt,458.l.9833.t.3,9.0,3.0,5.0,0.0,0.35,1.0583333333333331,8.0,4.5,1.8333333333333333,8.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,1.0,15.0,40.0,2.0,7.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,8.75,1.0,0.0,13.0,11.0,12.0,14.0,25.2,10.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.6,inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.65,1.0,18.0,48.0,99.0,0.0,0.0,16.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,6.0,0.0,0.0,0.0,24.0,12.0,29.0,0.0,1.0,1.0,0.0,4.0
2025-04-05,Revisiting the Good Kikuchi,458.l.9833.t.8,7.0,2.0,4.0,1.0,0.2142857142857142,0.7026342451874367,5.0,7.0434782608695645,1.434782608695652,2.5,0.0,1.0,5.0,6.0,2.0,2.0,0.0,1.0,10.0,42.0,3.0,4.0,10.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,10.0,1.0,0.0,14.0,11.0,12.0,9.0,36.53,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.667,0.0,7.94,5.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.2978723404255319,1.204,0.0,23.0,47.0,123.0,0.0,0.0,39.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,11.0,1.0,1.0,1.0,17.0,13.0,32.0,0.0,0.0,0.0,1.0,4.0
2025-04-05,TP for my Jung Ho,458.l.9833.t.5,9.0,2.0,4.0,0.0,0.2790697674418604,0.8324632178452777,1.0,0.0,1.0,,0.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,6.0,43.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,1.0,0.0,12.0,11.0,11.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,inf,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.3673469387755102,0.25,0.0,3.0,49.0,17.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4651162790697674,6.0,1.0,1.0,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0
2025-04-05,Unenthusiastic Handjobs,458.l.9833.t.7,3.0,2.0,4.0,0.0,0.1538461538461538,0.5402504472271914,10.0,6.0,1.4444444444444444,2.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,5.0,39.0,4.0,4.0,11.86,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,0.0,14.0,10.0,12.0,6.0,32.11,8.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,1.0,43.36,inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,1.083,0.0,27.0,43.0,163.0,0.0,0.0,27.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3076923076923077,11.0,0.0,0.0,0.0,12.0,12.0,41.0,0.0,1.0,1.0,1.0,2.0
2025-04-05,Woo Tang Clan,458.l.9833.t.9,3.0,0.0,1.0,2.0,0.25,0.7394957983193278,3.0,6.352941176470588,1.4117647058823528,,0.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,19.0,28.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,4.0,7.0,1.0,0.0,9.0,8.0,9.0,7.0,12.71,8.0,2.0,0.0,0.0,2.0,0.0,0.0,5.667,0.0,4.76,inf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3823529411764705,0.333,1.0,17.0,34.0,82.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3571428571428571,7.0,0.0,0.0,0.0,10.0,16.0,24.0,0.0,0.0,0.0,0.0,3.0
2025-04-06,Afternoon Wood,458.l.9833.t.6,7.0,1.0,8.0,0.0,0.2857142857142857,0.7338935574229692,4.0,0.0,1.2,1.3333333333333333,0.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,12.0,42.0,4.0,6.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,11.0,11.0,12.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.333,0.0,36.0,inf,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3529411764705882,1.0670000000000002,0.0,10.0,51.0,67.0,0.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.3809523809523809,13.0,0.0,0.0,0.0,16.0,1.0,14.0,0.0,1.0,1.0,0.0,2.0
2025-04-06,Agustin and Everything After,458.l.9833.t.1,7.0,3.0,12.0,1.0,0.2666666666666666,0.850733752620545,24.0,4.909090909090909,1.4090909090909092,4.0,1.0,0.0,7.0,16.0,2.0,4.0,0.0,1.0,4.0,45.0,5.0,6.0,25.09,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,9.0,1.0,1.0,17.0,12.0,16.0,12.0,59.63,25.0,0.0,2.0,0.0,4.0,0.0,1.0,22.0,0.0,41.29,24.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.3396226415094339,1.863,0.0,66.0,53.0,375.0,0.0,0.0,42.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.5111111111111111,13.0,0.0,0.0,1.0,23.0,43.0,98.0,0.0,3.0,3.0,0.0,5.0
2025-04-06,Chicken Brain,458.l.9833.t.10,6.0,2.0,11.0,0.0,0.2105263157894736,0.8070175438596491,2.0,21.0,3.333333333333333,0.3333333333333333,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,15.0,38.0,2.0,7.0,31.5,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,8.0,0.0,0.0,13.0,11.0,12.0,8.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.4,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.3333333333333333,1.038,0.0,9.0,48.0,80.0,0.0,0.0,23.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4736842105263157,12.0,0.0,0.0,1.0,18.0,5.0,19.0,0.0,0.0,0.0,1.0,6.0
2025-04-06,InterNeto Explorer,458.l.9833.t.4,20.0,2.0,13.0,2.0,0.4067796610169492,1.1463110667996013,2.0,0.0,0.0,,0.0,1.0,15.0,0.0,5.0,0.0,2.0,0.0,13.0,59.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,16.0,14.0,14.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,15.75,inf,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.4852941176470588,0.0,1.0,7.0,68.0,20.0,0.0,0.0,34.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6610169491525424,11.0,0.0,0.0,0.0,39.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0
2025-04-06,Jax Mannequin,458.l.9833.t.2,4.0,2.0,5.0,0.0,0.1509433962264151,0.526024723487313,9.0,4.319999999999999,1.44,3.0,0.0,0.0,4.0,6.0,2.0,2.0,0.0,0.0,17.0,53.0,5.0,5.0,24.3,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0,1.0,1.0,18.0,13.0,14.0,8.0,72.9,9.0,0.0,1.0,0.0,1.0,0.0,1.0,8.334,0.0,52.2,inf,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.2241379310344827,1.972,0.0,25.0,58.0,145.0,0.0,0.0,37.0,6.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.3018867924528302,11.0,0.0,0.0,1.0,16.0,14.0,38.0,0.0,0.0,0.0,0.0,4.0
2025-04-06,Rapist Witt,458.l.9833.t.3,7.0,1.0,6.0,2.0,0.25,0.6773255813953488,4.0,5.684210526315789,1.8947368421052635,1.0,0.0,1.0,7.0,5.0,2.0,3.0,0.0,0.0,4.0,40.0,3.0,2.0,7.2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,6.75,0.0,0.0,12.0,9.0,10.0,10.0,39.6,8.0,1.0,2.0,1.0,0.0,1.0,0.0,6.333,0.0,14.4,inf,2.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.3023255813953488,1.0,0.0,19.0,43.0,115.0,0.0,0.0,18.0,5.0,2.0,1.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.375,8.0,0.0,0.0,0.0,15.0,11.0,31.0,0.0,0.0,0.0,0.0,3.0
2025-04-06,Revisiting the Good Kikuchi,458.l.9833.t.8,3.0,1.0,7.0,2.0,0.325,0.8470930232558139,8.0,11.739130434782608,2.217391304347826,1.6,0.0,1.0,9.0,7.0,3.0,3.0,0.0,1.0,9.0,40.0,5.0,1.0,inf,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,7.8,0.0,0.0,15.0,10.0,11.0,13.0,inf,12.0,2.0,0.0,0.0,1.0,1.0,0.0,7.667,0.0,33.3,inf,0.0,0.0,0.0,2.0,-1.0,-1.0,1.0,0.3720930232558139,2.635,0.0,23.0,43.0,174.0,0.0,0.0,41.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.475,5.0,1.0,1.0,3.0,19.0,20.0,40.0,0.0,1.0,1.0,0.0,4.0
2025-04-06,TP for my Jung Ho,458.l.9833.t.5,5.0,2.0,4.0,3.0,0.2903225806451613,0.9050179211469532,15.0,7.7142857142857135,1.607142857142857,3.75,0.0,0.0,6.0,7.0,1.0,2.0,0.0,0.0,4.0,31.0,3.0,5.0,17.79,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0,12.0,9.0,11.0,9.0,36.53,11.0,0.0,1.0,0.0,2.0,1.0,0.0,9.334,0.0,43.99,inf,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.3888888888888889,0.935,1.0,28.0,36.0,179.0,0.0,0.0,21.0,8.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,9.0,0.0,0.0,0.0,16.0,19.0,44.0,0.0,1.0,1.0,0.0,3.0
2025-04-06,Unenthusiastic Handjobs,458.l.9833.t.7,9.0,1.0,5.0,1.0,0.1702127659574468,0.5493230174081238,9.0,2.16,1.2,4.5,0.0,3.0,5.0,8.0,2.0,0.0,0.0,0.0,6.0,47.0,4.0,7.0,3.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.584,1.0,3.0,17.0,13.0,13.0,8.0,28.130000000000003,8.0,0.0,3.0,1.0,0.0,1.0,0.0,8.333,0.0,37.13,inf,1.0,0.0,0.0,1.0,2.0,3.0,-1.0,0.2727272727272727,1.291,0.0,25.0,55.0,135.0,0.0,0.0,24.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2765957446808511,14.0,2.0,2.0,2.0,13.0,8.0,35.0,0.0,0.0,0.0,0.0,3.0
2025-04-06,Woo Tang Clan,458.l.9833.t.9,8.0,2.0,9.0,1.0,0.2926829268292683,0.922677737415672,5.0,4.5,2.5,0.8333333333333334,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,11.0,41.0,4.0,3.0,54.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,16.0,12.0,10.0,12.0,36.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,45.0,inf,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.3617021276595745,1.675,0.0,12.0,47.0,88.0,0.0,0.0,31.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5609756097560976,13.0,0.0,0.0,1.0,23.0,5.0,22.0,0.0,1.0,1.0,0.0,7.0
2025-04-07,Afternoon Wood,458.l.9833.t.6,4.0,2.0,5.0,1.0,0.35,1.25,6.0,5.1923076923076925,1.6153846153846154,1.2,0.0,2.0,4.0,6.0,0.0,2.0,1.0,0.0,5.0,20.0,5.0,6.0,16.71,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,11.0,6.0,7.0,7.0,31.5,9.0,0.0,0.0,2.0,1.0,1.0,0.0,8.667,0.0,39.86,inf,1.0,0.0,0.0,1.0,0.0,2.0,-1.0,0.5,1.457,0.0,26.0,26.0,158.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,4.0,0.0,0.0,0.0,15.0,14.0,36.0,0.0,0.0,0.0,0.0,3.0
